title,link,date,category,Agency
U.S. Attorney’s Office Files Suit Against Philadelphia Pharmacy and Pharmacist for Illegally Dispensing Opioids and for Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-files-suit-against-philadelphia-pharmacy-and-pharmacist-for-illegally-dispensing-opioids-and-for-health-care-fraud/,"January 27, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Pennsylvania"
Attorney General James Announces Conviction of Western New York Optician for Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-conviction-of-western-new-york-optician-for-medicaid-fraud/,"January 27, 2022",State Enforcement Agencies,New York Attorney General
Attorney General Alan Wilson announces arrest of Hartsville man for Medicaid fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-hartsville-man-for-medicaid-fraud/,"January 26, 2022",State Enforcement Agencies,South Carolina Attorney General
"Bret Gene Ball Agreed to Pay $438,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Lacked Proper Supervision",https://oig.hhs.gov/fraud/enforcement/bret-gene-ball-agreed-to-pay-438000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-lacked-proper-supervision/,"January 25, 2022",Fraud Self-Disclosures,
"Vassar Brother Medical Center Agreed to Pay $432,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Duplicate Services",https://oig.hhs.gov/fraud/enforcement/vassar-brother-medical-center-agreed-to-pay-432000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-duplicate-services/,"January 25, 2022",Fraud Self-Disclosures,
Optometrist Charged with Fraudulently Billing MassHealth for Care Never Provided to Nursing Home Residents,https://oig.hhs.gov/fraud/enforcement/optometrist-charged-with-fraudulently-billing-masshealth-for-care-never-provided-to-nursing-home-residents/,"January 25, 2022",State Enforcement Agencies,Massachusetts Attorney General
Shelton Doctor Admits Illegally Prescribing Controlled Substances,https://oig.hhs.gov/fraud/enforcement/shelton-doctor-admits-illegally-prescribing-controlled-substances/,"January 24, 2022",Criminal and Civil Actions,U.S. Attorney’s Office District of Connecticut
Mahoning County Physician Pleads Guilty to Illegally Prescribing Controlled Substances and Causing the Deaths of Two Patients,https://oig.hhs.gov/fraud/enforcement/mahoning-county-physician-pleads-guilty-to-illegally-prescribing-controlled-substances-and-causing-the-deaths-of-two-patients/,"January 24, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office,  Northern District of Ohio"
Former Tennessee Clinic Owner Sentenced for Opioid Distribution,https://oig.hhs.gov/fraud/enforcement/former-tennessee-clinic-owner-sentenced-for-opioid-distribution/,"January 24, 2022",Criminal and Civil Actions,U.S. Department of Justice
Attorney General Ford Announces Medical Group to Pay Over $2 Million to Settle Allegations Involving Improper Billing of Urine Drug Testing,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-medical-group-to-pay-over-2-million-to-settle-allegations-involving-improper-billing-of-urine-drug-testing/,"January 24, 2022",State Enforcement Agencies,Nevada Attorney General
"Med Tech Ambulance Service Agreed to Pay $215,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",https://oig.hhs.gov/fraud/enforcement/med-tech-ambulance-service-agreed-to-pay-215000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,"January 21, 2022",CMP and Affirmative Exclusions,
"Accu Reference Medical Lab Agreed to Pay $598,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services",https://oig.hhs.gov/fraud/enforcement/accu-reference-medical-lab-agreed-to-pay-598000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/,"January 20, 2022",CMP and Affirmative Exclusions,
"Judge sentences Cape Girardeau, Missouri woman for Medicare and Medicaid fraud",https://oig.hhs.gov/fraud/enforcement/judge-sentences-cape-girardeau-missouri-woman-for-medicare-and-medicaid-fraud/,"January 20, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Missouri"
Seven Texas Doctors and a Hospital CEO Agree to Pay over $1.1 Million to Settle Kickback Allegations,https://oig.hhs.gov/fraud/enforcement/seven-texas-doctors-and-a-hospital-ceo-agree-to-pay-over-11-million-to-settle-kickback-allegations/,"January 20, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Texas"
"Sioux City-Based Physician Group, Tri-State Specialists, L.L.P., Agrees to Pay Over $600,000 to Resolve False Claims Act Allegations",https://oig.hhs.gov/fraud/enforcement/sioux-city-based-physician-group-tri-state-specialists-llp-agrees-to-pay-over-600000-to-resolve-false-claims-act-allegations/,"January 20, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of Iowa"
"Christopher Vendryes, MD Agreed to Pay $264,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Renumeration in Exchange for Prescribing Subsys",https://oig.hhs.gov/fraud/enforcement/christopher-vendryes-md-agreed-to-pay-264000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-renumeration-in-exchange-for-prescribing-subsys/,"January 19, 2022",CMP and Affirmative Exclusions,
"South Central Regional Medical Center Agreed to Pay $92,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/south-central-regional-medical-center-agreed-to-pay-92000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"January 19, 2022",Fraud Self-Disclosures,
AG Healey’s Medicaid Fraud Division Recovers More than $55 Million in 2021,https://oig.hhs.gov/fraud/enforcement/ag-healeys-medicaid-fraud-division-recovers-more-than-55-million-in-2021/,"January 19, 2022",State Enforcement Agencies,Massachusetts Attorney General
New unit formed to combat health care fraud in West Virginia,https://oig.hhs.gov/fraud/enforcement/new-unit-formed-to-combat-health-care-fraud-in-west-virginia/,"January 18, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of West Virginia"
"Dr. John Pierce Agreed to Pay $18,000 for Allegedly Violating the Civil Monetary Penalties Law by Falsely Certifying to His Eligibility to Receive CARES Act Provider Relief Funds",https://oig.hhs.gov/fraud/enforcement/dr-john-pierce-agreed-to-pay-18000-for-allegedly-violating-the-civil-monetary-penalties-law-by-falsely-certifying-to-his-eligibility-to-receive-cares-act-provider-relief-funds/,"January 14, 2022",CMP and Affirmative ExclusionsCOVID-19,
"DOJ and Federal Way, Washington doctor settle False Claims Act allegations over drug testing",https://oig.hhs.gov/fraud/enforcement/doj-and-federal-way-washington-doctor-settle-false-claims-act-allegations-over-drug-testing/,"January 14, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Washington"
"Darrell C. Brett Agreed to Pay $258,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Lacked Proper Supervision",https://oig.hhs.gov/fraud/enforcement/darrell-c-brett-agreed-to-pay-258000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-lacked-proper-supervision/,"January 14, 2022",Fraud Self-Disclosures,
Lab Owner Pleads Guilty to $6.9 Million Genetic Testing & COVID-19 Testing Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/lab-owner-pleads-guilty-to-69-million-genetic-testing-covid-19-testing-fraud-scheme/,"January 13, 2022",COVID-19Criminal and Civil Actions,U.S. Department of Justice
"NC Pharmacy Operator Pleads Guilty to Conspiracy to Fraudulently Bill Medicare, Medicaid and Private Insurance Companies",https://oig.hhs.gov/fraud/enforcement/nc-pharmacy-operator-pleads-guilty-to-conspiracy-to-fraudulently-bill-medicare-medicaid-and-private-insurance-companies/,"January 13, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of North Carolina"
Surgery Centers and Medical Offices in New Jersey Settle Allegations of Federal Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/surgery-centers-and-medical-offices-in-new-jersey-settle-allegations-of-federal-health-care-fraud/,"January 12, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of New York"
Diabetic Shoe Company Agrees to Pay $5.5 Million to Resolve False Claims Act Allegations Regarding “Custom” Shoe Inserts,https://oig.hhs.gov/fraud/enforcement/diabetic-shoe-company-agrees-to-pay-55-million-to-resolve-false-claims-act-allegations-regarding-custom-shoe-inserts/,"January 12, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of Florida"
"Gastro Group of the Palm Beaches Agreed to Pay $16,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Hospital-Based Consultation Services that Were Not Rendered",https://oig.hhs.gov/fraud/enforcement/gastro-group-of-the-palm-beaches-agreed-to-pay-16000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-hospital-based-consultation-services-that-were-not-rendered/,"January 12, 2022",Fraud Self-Disclosures,
"Bowie, Maryland Nurse Practitioner Pleads Guilty to Conspiracy to Distribute and Dispense Oxycodone",https://oig.hhs.gov/fraud/enforcement/bowie-maryland-nurse-practitioner-pleads-guilty-to-conspiracy-to-distribute-and-dispense-oxycodone/,"January 11, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Maryland"
UC San Diego Health Pays $2.98 Million to Resolve Allegations of Ordering Unnecessary Genetic Testing,https://oig.hhs.gov/fraud/enforcement/uc-san-diego-health-pays-298-million-to-resolve-allegations-of-ordering-unnecessary-genetic-testing/,"January 11, 2022",Criminal and Civil Actions,U.S. Department of Justice
"Auspicious Laboratories Agreed to Pay $112,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services",https://oig.hhs.gov/fraud/enforcement/auspicious-laboratories-agreed-to-pay-112000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/,"January 10, 2022",CMP and Affirmative Exclusions,
"United States Attorney Announces Flint, MI, Man Sentenced to Federal Prison for Aggravated Identity Theft",https://oig.hhs.gov/fraud/enforcement/united-states-attorney-announces-flint-mi-man-sentenced-to-federal-prison-for-aggravated-identity-theft/,"January 6, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, District of North Dakota"
"Carbon Health Medical Group of Florida Agreed to Pay $92,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/carbon-health-medical-group-of-florida-agreed-to-pay-92000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"January 6, 2022",Fraud Self-Disclosures,
"AG Healey Secures $630,000 From Home Health Care Company to Resolve False Billing Allegations",https://oig.hhs.gov/fraud/enforcement/ag-healey-secures-630000-from-home-health-care-company-to-resolve-false-billing-allegations/,"January 6, 2022",State Enforcement Agencies,Massachusetts Attorney General
"Emergency Ambulance Service Agreed to Pay $430,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",https://oig.hhs.gov/fraud/enforcement/emergency-ambulance-service-agreed-to-pay-430000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,"January 5, 2022",CMP and Affirmative Exclusions,
"North Carolina Physician Indicted for Adulterating Medical Devices for Reuse on Patients, Fabricating Records, and Other Charges",https://oig.hhs.gov/fraud/enforcement/north-carolina-physician-indicted-for-adulterating-medical-devices-for-reuse-on-patients-fabricating-records-and-other-charges/,"January 5, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of North Carolina"
Attorney General Alan Wilson announces arrest of Irmo man for alleged fraud and exploitation of a vulnerable nursing home resident,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-irmo-man-for-alleged-fraud-and-exploitation-of-a-vulnerable-nursing-home-resident/,"January 5, 2022",State Enforcement Agencies,South Carolina Attorney General
"Central Medical Systems, LLC, Alan Trent Harley And Joan Harley Agree To Pay $600K To Settle False Claims Act Liability",https://oig.hhs.gov/fraud/enforcement/central-medical-systems-llc-alan-trent-harley-and-joan-harley-agree-to-pay-600k-to-settle-false-claims-act-liability/,"January 4, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Middle District of Florida"
"Ohio home healthcare provider agrees to pay $500,000 as part of False Claims Act settlement",https://oig.hhs.gov/fraud/enforcement/ohio-home-healthcare-provider-agrees-to-pay-500000-as-part-of-false-claims-act-settlement/,"January 4, 2022",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of Ohio"
"Integrated Pain Management Medical Group Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",https://oig.hhs.gov/fraud/enforcement/integrated-pain-management-medical-group-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/,"January 4, 2022",Fraud Self-Disclosures,
Memphis Man Arrested in Case of Vulnerable Adult Abuse,https://oig.hhs.gov/fraud/enforcement/memphis-man-arrested-in-case-of-vulnerable-adult-abuse/,"December 30, 2021",State Enforcement Agencies,Tennessee Attorney General
"Tristar Centennial Medical Center Agreed to Pay $725,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Available Stabilizing Treatment",https://oig.hhs.gov/fraud/enforcement/tristar-centennial-medical-center-agreed-to-pay-725000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-available-stabilizing-treatment/,"December 29, 2021",CMP and Affirmative ExclusionsEMTALA/Patient Dumping,
"Tristar Skyline Medical Center Agreed to Pay $725,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Available Stabilizing Treatment",https://oig.hhs.gov/fraud/enforcement/tristar-skyline-medical-center-agreed-to-pay-725000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-available-stabilizing-treatment/,"December 29, 2021",CMP and Affirmative ExclusionsEMTALA/Patient Dumping,
"Merakey Allegheny Valley School Agreed to Pay $126,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/merakey-allegheny-valley-school-agreed-to-pay-126000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"December 29, 2021",Fraud Self-Disclosures,
"Merakey Allos Agreed to Pay $196,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/merakey-allos-agreed-to-pay-196000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"December 29, 2021",Fraud Self-Disclosures,
"Pastures New III and Pastures New VI Agreed to Pay $112,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Above Fair Market Value Payments",https://oig.hhs.gov/fraud/enforcement/pastures-new-iii-and-pastures-new-vi-agreed-to-pay-112000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-above-fair-market-value-payments/,"December 27, 2021",CIA Reportable Events,
Attorney General James Announces Indictment of Former Rochester Nursing Home Employee for Allegedly Raping Nursing Home Resident Suffering from Dementia,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-indictment-of-former-rochester-nursing-home-employee-for-allegedly-raping-nursing-home-resident-suffering-from-dementia/,"December 23, 2021",State Enforcement Agencies,New York Attorney General
Metro East Woman Pleads Guilty to Health Care and Public Housing Scams,https://oig.hhs.gov/fraud/enforcement/metro-east-woman-pleads-guilty-to-health-care-and-public-housing-scams/,"December 22, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of Illinois"
Owner Of Telemedicine Company Pleads Guilty To Health Care Fraud Conspiracy,https://oig.hhs.gov/fraud/enforcement/owner-of-telemedicine-company-pleads-guilty-to-health-care-fraud-conspiracy/,"December 21, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Middle District of Tennessee"
Pain Clinic and Ambulatory Surgery Center Agree to Pay $836K to Resolve Allegations of Overbilling,https://oig.hhs.gov/fraud/enforcement/pain-clinic-and-ambulatory-surgery-center-agree-to-pay-836k-to-resolve-allegations-of-overbilling/,"December 21, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Texas"
"LI Urgent Care Agreed to Pay $44,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Lacked Proper Supervision",https://oig.hhs.gov/fraud/enforcement/li-urgent-care-agreed-to-pay-44000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-lacked-proper-supervision/,"December 21, 2021",Fraud Self-Disclosures,
Registered Nurse Sentenced for Drug Diversion,https://oig.hhs.gov/fraud/enforcement/registered-nurse-sentenced-for-drug-diversion/,"December 20, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Massachusetts"
Former Memphis Caregiver Indicted in Vulnerable Adult Abuse Case,https://oig.hhs.gov/fraud/enforcement/former-memphis-caregiver-indicted-in-vulnerable-adult-abuse-case/,"December 20, 2021",State Enforcement Agencies,Tennessee Attorney General
Former Indian Health Service Doctor Sentenced to 120 Months of Imprisonment for Abusive Sexual Contact,https://oig.hhs.gov/fraud/enforcement/former-indian-health-service-doctor-sentenced-to-120-months-of-imprisonment-for-abusive-sexual-contact/,"December 16, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of South Dakota"
Former Long Island Doctor Sentenced to 23 Years in Prison for Causing the Overdose Deaths of Two Patients and Illegally Distributing Oxycodone,https://oig.hhs.gov/fraud/enforcement/former-long-island-doctor-sentenced-to-23-years-in-prison-for-causing-the-overdose-deaths-of-two-patients-and-illegally-distributing-oxycodone/,"December 16, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of New York"
California Man Convicted of Federal Violations in Health Care Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/california-man-convicted-of-federal-violations-in-health-care-kickback-scheme/,"December 16, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Texas"
Medical Equipment Company Owners Sentenced to More Than 12 Years for $27 Million Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/medical-equipment-company-owners-sentenced-to-more-than-12-years-for-27-million-fraud-scheme/,"December 16, 2021",Criminal and Civil Actions,U.S. Department of Justice
Tennessee Nurse Practitioner Arrested for Unlawfully Distributing Prescription Opioids,https://oig.hhs.gov/fraud/enforcement/tennessee-nurse-practitioner-arrested-for-unlawfully-distributing-prescription-opioids/,"December 16, 2021",Criminal and Civil Actions,U.S. Department of Justice
Carr: Two Indicted in Clayton County for Conspiracy to Commit Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/carr-two-indicted-in-clayton-county-for-conspiracy-to-commit-medicaid-fraud/,"December 16, 2021",State Enforcement Agencies,Georgia Attorney General
Attorney General Josh Stein Announces Health Care Fraud Sentencings,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencings/,"December 16, 2021",State Enforcement Agencies,North Carolina Attorney General
Missoula vascular surgeon settles alleged health care fraud claims for $3.7 million,https://oig.hhs.gov/fraud/enforcement/missoula-vascular-surgeon-settles-alleged-health-care-fraud-claims-for-37-million/,"December 15, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Montana"
Philadelphia Pharmacy and Its Owner Agree to Pay $1 Million to Resolve False Claims Act Liability,https://oig.hhs.gov/fraud/enforcement/philadelphia-pharmacy-and-its-owner-agree-to-pay-1-million-to-resolve-false-claims-act-liability/,"December 13, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of Pennsylvania"
"Physician Agrees to Pay $375,000 to Resolve False Claims Act Allegations of P-Stim Device Fraud",https://oig.hhs.gov/fraud/enforcement/physician-agrees-to-pay-375000-to-resolve-false-claims-act-allegations-of-p-stim-device-fraud/,"December 13, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Southern District of Mississippi"
Attorney General Bonta Announces Guilty Plea of Vista Caretaker for Committing Multiple Acts of Financial and Sexual Elder Abuse in San Diego County,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-guilty-plea-of-vista-caretaker-for-committing-multiple-acts-of-financial-and-sexual-elder-abuse-in-san-diego-county/,"December 13, 2021",State Enforcement Agencies,California Attorney General
"Jade Malay, FNP, DC, Apex Physical Medicine, and Malay Medical Management Agreed to Be Excluded for 10 Years for Causing the Submission of False Claims for Neuro-Stimulators",https://oig.hhs.gov/fraud/enforcement/jade-malay-fnp-dc-apex-physical-medicine-and-malay-medical-management-agreed-to-be-excluded-for-10-years-for-causing-the-submission-of-false-claims-for-neuro-stimulators/,"December 10, 2021",CMP and Affirmative Exclusions,
Owner of Local Compounding Pharmacies Sentenced to Federal Prison for Tax Evasion and Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/owner-of-local-compounding-pharmacies-sentenced-to-federal-prison-for-tax-evasion-and-health-care-fraud/,"December 10, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Oregon"
York County Nurse Charged With Stealing Prescription Drugs From A Hospice Patient,https://oig.hhs.gov/fraud/enforcement/york-county-nurse-charged-with-stealing-prescription-drugs-from-a-hospice-patient/,"December 10, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Middle District of Pennsylvania"
"Former Albany Physician Pays $125,000 for Overprescribing Opioids",https://oig.hhs.gov/fraud/enforcement/former-albany-physician-pays-125000-for-overprescribing-opioids/,"December 10, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of New York"
"Bay County Emergency Medical Services Agreed to Pay $869,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Improper Ambulance Transportation Services",https://oig.hhs.gov/fraud/enforcement/bay-county-emergency-medical-services-agreed-to-pay-869000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-improper-ambulance-transportation-services/,"December 10, 2021",Fraud Self-Disclosures,
"Ocean Mind and Body and Laura Rausa Agreed to Pay $62,000 for Allegedly Violating the Civil Monetary Penalties Law by Falsely Certifying to Their Eligibility to Receive CARES Act Provider Relief Funds",https://oig.hhs.gov/fraud/enforcement/ocean-mind-and-body-and-laura-rausa-agreed-to-pay-62000-for-allegedly-violating-the-civil-monetary-penalties-law-by-falsely-certifying-to-their-eligibility-to-receive-cares-act-provider-relief-funds/,"December 9, 2021",CMP and Affirmative ExclusionsCOVID-19,
Dominican National Arrested for Identity Theft and Unemployment Fraud Related to COVID-19 Pandemic,https://oig.hhs.gov/fraud/enforcement/dominican-national-arrested-for-identity-theft-and-unemployment-fraud-related-to-covid-19-pandemic/,"December 9, 2021",COVID-19Criminal and Civil Actions,"U.S. Attorney’s Office, District of Massachusetts"
Medical Director at Bridgeville Suboxone Clinic Sentenced for Unlawful Dispensing of Controlled Substances,https://oig.hhs.gov/fraud/enforcement/medical-director-at-bridgeville-suboxone-clinic-sentenced-for-unlawful-dispensing-of-controlled-substances/,"December 9, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Pennsylvania"
"Walgreen Co. Agreed to Pay $512,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Health Care Professionals in the Form of Discounts on Retail Product Purchases",https://oig.hhs.gov/fraud/enforcement/walgreen-co-agreed-to-pay-512000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-health-care-professionals-in-the-form-of-discounts-on-retail-product-purchases/,"December 8, 2021",CIA Reportable Events,
Florida Woman Sentenced in Multi-Million Dollar Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/florida-woman-sentenced-in-multi-million-dollar-medicare-fraud-scheme/,"December 8, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Massachusetts"
Dr. Jeffrey M. Gallups and Entellus Medical agree to pay $4.2 million to resolve False Claims Act lawsuit alleging kick-back arrangements,https://oig.hhs.gov/fraud/enforcement/dr-jeffrey-m-gallups-and-entellus-medical-agree-to-pay-42-million-to-resolve-false-claims-act-lawsuit-alleging-kick-back-arrangements/,"December 8, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Northern District of Georgia"
Nixa Physician Pleads Guilty to Making a False Statement Related to Healthcare and Conspiracy,https://oig.hhs.gov/fraud/enforcement/nixa-physician-pleads-guilty-to-making-a-false-statement-related-to-healthcare-and-conspiracy/,"December 8, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Missouri"
Pharmacist and Two Pharmacies Agree to Pay $1 Million to Resolve Allegations of False Claims for Anti-Overdose Drug,https://oig.hhs.gov/fraud/enforcement/pharmacist-and-two-pharmacies-agree-to-pay-1-million-to-resolve-allegations-of-false-claims-for-anti-overdose-drug/,"December 8, 2021",Criminal and Civil Actions,U.S. Department of Justice
"Balboa Ambulance Agreed to Pay $22,000 and Be Excluded for 5 Years for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",https://oig.hhs.gov/fraud/enforcement/balboa-ambulance-agreed-to-pay-22000-and-be-excluded-for-5-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,"December 7, 2021",CMP and Affirmative Exclusions,
"MedStar Ambulance Agreed to Pay $638,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",https://oig.hhs.gov/fraud/enforcement/medstar-ambulance-agreed-to-pay-638000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,"December 7, 2021",CMP and Affirmative Exclusions,
"Quest Diagnostics Incorporated Agreed to Pay $48,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services",https://oig.hhs.gov/fraud/enforcement/quest-diagnostics-incorporated-agreed-to-pay-48000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/,"December 7, 2021",CMP and Affirmative Exclusions,
Pathology Practice Agrees to Pay $2.4 Million to Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/pathology-practice-agrees-to-pay-24-million-to-resolve-false-claims-act-allegations/,"December 7, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, District of New Jersey"
Queens Pharmacist Indicted for Conspiring to Accept Kickbacks and Making False Statements,https://oig.hhs.gov/fraud/enforcement/queens-pharmacist-indicted-for-conspiring-to-accept-kickbacks-and-making-false-statements/,"December 7, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of New York"
Greensburg Doctor Sentenced to Nearly Five Years in Prison for Accepting Kickbacks in Exchange for Prescribing Fentanyl,https://oig.hhs.gov/fraud/enforcement/greensburg-doctor-sentenced-to-nearly-five-years-in-prison-for-accepting-kickbacks-in-exchange-for-prescribing-fentanyl/,"December 7, 2021",Criminal and Civil Actions,"U.S. Attorney’s Office, Western District of Pennsylvania"
Attorney General Bonta Announces Sentencing of Medical Director of Long Beach Addiction Clinic in Connection to Four-Year Medi-Cal Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-sentencing-of-medical-director-of-long-beach-addiction-clinic-in-connection-to-four-year-medi-cal-fraud-scheme/,"December 7, 2021",State Enforcement Agencies,California Attorney General
Man Facing Federal Charges for Selling Fraudulent Covid-19 Vaccination Cards and Distributing Them Through a Mail Service,https://oig.hhs.gov/fraud/enforcement/man-facing-federal-charges-for-selling-fraudulent-covid-19-vaccination-cards-and-distributing-them-through-a-mail-service/,"December 3, 2021",COVID-19Criminal and Civil Actions,"U.S. Attorney’s Office, District of Maryland"
Federal Indictment Returned Against Nursing Director for Producing Fraudulent COVID Vaccine Cards and Lying to Federal Investigators,https://oig.hhs.gov/fraud/enforcement/federal-indictment-returned-against-nursing-director-for-producing-fraudulent-covid-vaccine-cards-and-lying-to-federal-investigators/,"December 3, 2021",COVID-19Criminal and Civil Actions,"U.S. Attorney’s Office, District of South Carolina"
