Title,Date,Category,Link
Tareen Dermatology Agrees To Pay More Than $1.6 Million To Resolve Alleged False Claims Act Violations,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tareen-dermatology-agrees-to-pay-more-than-16-million-to-resolve-alleged-false-claims-act-violations/
Researcher At University Of Montana Admits Falsifying Records In Federal Investigation,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/researcher-at-university-of-montana-admits-falsifying-records-in-federal-investigation/
Georgia Chiropractor Admits $14.9 Million Health Care Fraud And Kickback Scheme Related To Durable Medical Equipment And Cancer Genetic Testing,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-chiropractor-admits-149-million-health-care-fraud-and-kickback-scheme-related-to-durable-medical-equipment-and-cancer-genetic-testing/
U.S. Attorney’s Office Announces Two Indictments of Health Care Fraud Related Charges,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-announces-two-indictments-of-health-care-fraud-related-charges/
Three Baton Rouge Individuals Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-baton-rouge-individuals-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Emergency Room Doctor Pleads Guilty To HIPAA Violation,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/emergency-room-doctor-pleads-guilty-to-hipaa-violation/
West Monroe Man Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/west-monroe-man-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Montclair Pharmacist Charged With Submitting Over $300 Million In Fraudulent Claims To Medi-Cal In Medication Reimbursement Scam,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/montclair-pharmacist-charged-with-submitting-over-300-million-in-fraudulent-claims-to-medi-cal-in-medication-reimbursement-scam/
Bloomfield Man Pleads Guilty To Health Care Fraud Charge,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bloomfield-man-pleads-guilty-to-health-care-fraud-charge/
Magellan Diagnostics Pleads Guilty To Criminal FDCA Charges,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/magellan-diagnostics-pleads-guilty-to-criminal-fdca-charges/
Eastern District of Michigan Charges Six Individuals As Part Of National Health Care Fraud Takedown,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-six-defendants-charged-in-the-eastern-district-of-michigan/
U.S. Attorney Breon Peace Announces 11 Arrests in National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-breon-peace-announces-11-arrests-in-national-health-care-fraud-enforcement-action/
Middle District Of Tennessee Charges Four Individuals Responsible For $15 Million In False Medicare Billing As Part Of National Health Care Fraud Takedown,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/middle-district-of-tennessee-charges-four-individuals-responsible-for-15-million-in-false-medicare-billing-as-part-of-national-health-care-fraud-takedown/
Madison Man Charged With Conspiracy To Defraud The United States As Part Of Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/madison-man-charged-with-conspiracy-to-defraud-the-united-states-as-part-of-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Eight Charged Locally As Part Of National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-charged-locally-as-part-of-national-health-care-fraud-enforcement-action/
U.S. Attorney Bennett Announces Participation in Coordinated National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-bennett-announces-participation-in-coordinated-national-health-care-fraud-enforcement-action/
Kalamazoo Doctor Charged for Role in Telehealth Fraud Scheme,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kalamazoo-doctor-charged-for-role-in-telehealth-fraud-scheme/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims - Virginia,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-virginia/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims/
Podiatrist Sentenced for $4M Foot Bath Fraud Scheme,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-sentenced-for-4m-foot-bath-fraud-scheme/
Attorney General Mayes Highlights Participation In National Health Care Fraud Enforcement Action,"June 27, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-mayes-highlights-participation-in-national-health-care-fraud-enforcement-action/
Attorney General James Announces Indictments of Rensselaer and Orange County Medical Transport Companies for Stealing over $4.4 Million From Medicaid,"June 27, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-indictments-of-rensselaer-and-orange-county-medical-transport-companies-for-stealing-over-44-million-from-medicaid/
U.S. Attorney Announces Settlement Of Civil Fraud Lawsuit Against VNS Health And Related Entities For Billing For Services They Failed To Provide Or Document,"June 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-settlement-of-civil-fraud-lawsuit-against-vns-health-and-related-entities-for-billing-for-services-they-failed-to-provide-or-document/
"Former Panama City Doctor Agrees To $550,000 Consent Judgment To Resolve FCA and CSA Lawsuit","June 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-panama-city-doctor-agrees-to-550000-consent-judgment-to-resolve-fca-and-csa-lawsuit/
Houston Dental Clinic Operator Heads To Prison For Role In $6M Pediatric Fraud Scheme,"June 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-dental-clinic-operator-heads-to-prison-for-role-in-6m-pediatric-fraud-scheme/
"Palo Alto Medical Foundation and Palo Alto Foundation Medical Group Agreed to Pay $291,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed","June 25, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/palo-alto-medical-foundation-and-palo-alto-foundation-medical-group-agreed-to-pay-291000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/
Ingham County Nurse Charged With Falsifying Medical Records Connected To Resident Fall,"June 25, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ingham-county-nurse-charged-with-falsifying-medical-records-connected-to-resident-fall/
Milford Woman Pleads Guilty To Theft Of Medicaid Funds,"June 25, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/milford-woman-pleads-guilty-to-theft-of-medicaid-funds/
Pharmacy Owners Sentenced For $18M COVID-19 Health Care Fraud And Money Laundering Scheme,"June 24, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owners-sentenced-for-18m-covid-19-health-care-fraud-and-money-laundering-scheme/
Texas Medical Center Institutions Agree To Pay $15M Record Settlement Involving Concurrent Billing Claims For Critical Surgeries,"June 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-medical-center-institutions-agree-to-pay-15m-record-settlement-involving-concurrent-billing-claims-for-critical-surgeries/
Worcester Individual Indicted For Stealing From Rest Home And Residents,"June 24, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-individual-indicted-for-stealing-from-rest-home-and-residents/
Attorney General Alan Wilson Announces Arrest Of Barnwell Woman For Stealing From Assisted Living Resident,"June 24, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-barnwell-woman-for-stealing-from-assisted-living-resident/
Attorney General Alan Wilson Announces Arrest Of Mount Pleasant Nurse Charged With Stealing Drugs,"June 24, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-mount-pleasant-nurse-charged-with-stealing-drugs/
"Provider Agrees To Pay Over $629,000 To Settle Allegations Of False Claims Act Violations","June 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/provider-agrees-to-pay-over-629000-to-settle-allegations-of-false-claims-act-violations/
Doctor Convicted Of Unlawful Distribution Of Controlled Substances,"June 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-unlawful-distribution-of-controlled-substances/
Waterbury Man Sentenced For Medicaid Fraud,"June 21, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/waterbury-man-sentenced-for-medicaid-fraud/
Attorney General Jackley Announces Rapid City Woman Sentenced For Grand Theft By Embezzlement,"June 21, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jackley-announces-rapid-city-woman-sentenced-for-grand-theft-by-embezzlement/
Averhealth To Pay Over $1.3 Million To Resolve False Claims Act Allegations Related To Drug Tests Used In Michigan’s Children’s Protective Services & Foster Care Programs,"June 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/averhealth-to-pay-over-13-million-to-resolve-false-claims-act-allegations-related-to-drug-tests-used-in-michigans-childrens-protective-services-foster-care-programs/
Tapestry Hospice Settles Healthcare Kickback Claims For $1.4 Million,"June 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tapestry-hospice-settles-healthcare-kickback-claims-for-14-million/
Hospice Care Company Owner Sentenced On Health Care Fraud Charges,"June 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-care-company-owner-sentenced-on-health-care-fraud-charges/
"Altarum Institute Agreed to Pay $262,000 for Allegedly Violating the Civil Monetary Penalties Law by Reporting Inaccurate Time and Effort Spent and Falsifying Data","June 20, 2024",Grant and Contractor Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/altarum-institute-agreed-to-pay-262000-for-allegedly-violating-the-civil-monetary-penalties-law-by-reporting-inaccurate-time-and-effort-spent-and-falsifying-data/
Co-owners of Rhode Island Health Care Centers Charged With Health Care Fraud,"June 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/co-owners-of-rhode-island-health-care-centers-charged-with-health-care-fraud/
Attorney General Ellison Charges Five With Stealing More Than $10M In Two Medicaid Fraud Prosecutions,"June 19, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-charges-five-with-stealing-more-than-10m-in-two-medicaid-fraud-prosecutions/
New Indictment Alleges Aaron Rossi Committed Fraud In COVID-19 Testing,"June 18, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-indictment-alleges-aaron-rossi-committed-fraud-in-covid-19-testing/
Northern Michigan Physician Assistant Charged With COVID-19 Pandemic Assistance Fraud,"June 18, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/northern-michigan-physician-assistant-charged-with-covid-19-pandemic-assistance-fraud/
Chicago Health Care Company And Its Former Owners To Pay Nearly $2 Million To Settle False Claims Act Lawsuit,"June 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-health-care-company-and-its-former-owners-to-pay-nearly-2-million-to-settle-false-claims-act-lawsuit/
Woman Pleads Guilty To COVID-19 Vaccine Card Fraud Scheme,"June 17, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-pleads-guilty-to-covid-19-vaccine-card-fraud-scheme/
New Hanover County Social Worker Sentenced To Prison For Conspiring To Defraud Medicaid,"June 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-hanover-county-social-worker-sentenced-to-prison-for-conspiring-to-defraud-medicaid/
Worcester-Based Dentist And Practice Indicted In $2 Million Medicaid Fraud And Larceny Scheme,"June 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-based-dentist-and-practice-indicted-in-2-million-medicaid-fraud-and-larceny-scheme/
Attorney General Paxton’s Medicaid Fraud Control Unit Takes Down $70 Million Health Care Fraud Scheme,"June 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-paxtons-medicaid-fraud-control-unit-takes-down-70-million-health-care-fraud-scheme/
"U.S. Attorney Announces Two Additional Civil Settlements As Part Of National Effort To Combat Electronic Stimulation Fraudulent Billing Scheme And Recover Millions, And Enforcement Action Of One Of The Settlements","June 14, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-two-additional-civil-settlements-as-part-of-national-effort-to-combat-electronic-stimulation-fraudulent-billing-scheme-and-recover-millions-and-enforcement-action-of-one-of-the-settlements/
"Acadian Ambulance Service of Texas Agreed to Pay $196,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 14, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/acadian-ambulance-service-of-texas-agreed-to-pay-196000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
U.S. Attorney Files Civil Fraud Suit Against LabQ And Its CEO For Fraudulently Billing COVID-19 Testing,"June 13, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-files-civil-fraud-suit-against-labq-and-its-ceo-for-fraudulently-billing-covid-19-testing/
"Behavioral Health Companies, CEO, Pay Nearly $4.6 Million To Settle Allegations Related To Telehealth Services For Nursing Home Residents","June 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-health-companies-ceo-pay-nearly-46-million-to-settle-allegations-related-to-telehealth-services-for-nursing-home-residents/
Former Nurse Sentenced For Adulteration Of Fentanyl,"June 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nurse-sentenced-for-adulteration-of-fentanyl/
Money Launderer Sentenced To 30 Months In Prison For Laundering Millions Of Dollars Of Health Care Fraud Proceeds,"June 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/money-launderer-sentenced-to-30-months-in-prison-for-laundering-millions-of-dollars-of-health-care-fraud-proceeds/
DOJ And Evergreen Treatment Services Settle Allegations Regarding Double Billing Of Government Health Programs,"June 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doj-and-evergreen-treatment-services-settle-allegations-regarding-double-billing-of-government-health-programs/
Founder/CEO And Clinical President Of Digital Health Company Arrested For $100M Adderall Distribution And Health Care Fraud Scheme,"June 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/founderceo-and-clinical-president-of-digital-health-company-arrested-for-100m-adderall-distribution-and-health-care-fraud-scheme/
"Citizen Advocates Agreed to Pay $58,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Without Proper Supervision","June 13, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/citizen-advocates-agreed-to-pay-58000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-without-proper-supervision/
"NHS Management Agreed to Pay $265,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals","June 13, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/nhs-management-agreed-to-pay-265000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/
Pharmacy Owner Sentenced For $1M Health Care Fraud Scheme,"June 12, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-for-1m-health-care-fraud-scheme/
United States Reaches $1.2 Million Civil Settlement With Festus Pain Management Doctor Over Allegations Of False Claims To Federal Health Care Programs,"June 11, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-12-million-civil-settlement-with-festus-pain-management-doctor-over-allegations-of-false-claims-to-federal-health-care-programs/
Eight Defendants Charged With Multi-Million Dollar Health Care Fraud Scheme,"June 11, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-defendants-charged-with-multi-million-dollar-health-care-fraud-scheme/
Two Individuals Plead Guilty To Health Care Fraud Conspiracy,"June 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-individuals-plead-guilty-to-health-care-fraud-conspiracy/
Pharmacist Convicted Of Unlawfully Dispensing Controlled Substances At Retrial,"June 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-of-unlawfully-dispensing-controlled-substances-at-retrial/
AG Campbell Announces $4 Million Settlement With Nursing Home Chain For Significant Staffing And Care Failures Resulting In Resident Neglect,"June 10, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-4-million-settlement-with-nursing-home-chain-for-significant-staffing-and-care-failures-resulting-in-resident-neglect/
CityMD Agrees To Pay Over $12M For Alleged False Claims To The COVID-19 Uninsured Program,"June 7, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/citymd-agrees-to-pay-over-12m-for-alleged-false-claims-to-the-covid-19-uninsured-program/
Wellesley Psychiatrist Sentenced To Over Eight Years In Prison For $19 Million Insurance Fraud Scheme; Billed Insurance Companies For Thousands Of Services He Never Provided,"June 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wellesley-psychiatrist-sentenced-to-over-eight-years-in-prison-for-19-million-insurance-fraud-scheme-billed-insurance-companies-for-thousands-of-services-he-never-provided/
Five Individuals Arrested For Defrauding Medicare Of Over $15M Through Sham Hospices And Money Laundering,"June 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-individuals-arrested-for-defrauding-medicare-of-over-15m-through-sham-hospices-and-money-laundering/
Former Fresno Sleep Clinic Owner Sentenced To 46 Months In Prison For Submitting Over $1.5 Million In Fraudulent Claims For Sleep Studies To Medicare And Medi-Cal,"June 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-fresno-sleep-clinic-owner-sentenced-to-46-months-in-prison-for-submitting-over-15-million-in-fraudulent-claims-for-sleep-studies-to-medicare-and-medi-cal/
Queens And Brooklyn-Based Eye Doctor Settles Health Care Fraud Claims For More Than $2.4 Million,"June 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/queens-and-brooklyn-based-eye-doctor-settles-health-care-fraud-claims-for-more-than-24-million/
"Bridgeport Hospital and Northeast Medical Group Agreed to Pay $10.7 Million for Allegedly Paying Remuneration in the Form of Medical Director Services, Management Services, Physician Assistant Services, and Free Staff","June 6, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/bridgeport-hospital-and-northeast-medical-group-agreed-to-pay-107-million-for-allegedly-paying-remuneration-in-the-form-of-medical-director-services-management-services-physician-assistant-services-and-free-staff/
"MedPro EMS Agreed to Pay $266,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","June 6, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/medpro-ems-agreed-to-pay-266000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"South Coast Retina Center Agreed to Pay $609,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Above Fair Market Value Space, Equipment and Staff Lease Payments","June 6, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/south-coast-retina-center-agreed-to-pay-609000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-above-fair-market-value-space-equipment-and-staff-lease-payments/
"The Estates of St. Louis Agreed to Pay $300,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 5, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/the-estates-of-st-louis-agreed-to-pay-300000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Macon Resident Pleads Guilty To Obstructing Justice In Civil Investigation,"June 5, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/macon-resident-pleads-guilty-to-obstructing-justice-in-civil-investigation/
Pharmacy Owner And Physician Charged With Illegally Diverting Oxycodone For Cash,"June 5, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-and-physician-charged-with-illegally-diverting-oxycodone-for-cash/
Chronic Disease Management Provider To Pay $14.9M To Resolve Alleged False Claims,"June 5, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chronic-disease-management-provider-to-pay-149m-to-resolve-alleged-false-claims/
"Chronic Disease Health Care Provider To Pay Florida Medicaid Nearly $600,000 For False Claims Act Violations","June 5, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/chronic-disease-health-care-provider-to-pay-florida-medicaid-nearly-600000-for-false-claims-act-violations/
"Dr. Gabriel Gonzalez Carabello Agreed to Pay $351,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of a Space Lease Arrangement, Salaries, and Supplies","June 4, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dr-gabriel-gonzalez-carabello-agreed-to-pay-351000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-the-form-of-a-space-lease-arrangement-salaries-and-supplies/
"Lorien Health Services Agreed to Pay $55,000 for Allegedly Violating the Civil Monetary Penalties Law by Retaining Overpayments","June 4, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/lorien-health-services-agreed-to-pay-55000-for-allegedly-violating-the-civil-monetary-penalties-law-by-retaining-overpayments/
"Aleca Home Health Agreed to Pay $94,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals","June 3, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/aleca-home-health-agreed-to-pay-94000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/
"Massachusetts Surgeon To Pay $200,000 To Resolve Allegations Of Soliciting And Receiving Illegal Kickbacks","May 31, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/massachusetts-surgeon-to-pay-200000-to-resolve-allegations-of-soliciting-and-receiving-illegal-kickbacks/
Pharmacy Owner Sentenced For Paying Illegal Kickbacks And Engaging In A Money Laundering Conspiracy,"May 31, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-for-paying-illegal-kickbacks-and-engaging-in-a-money-laundering-conspiracy/
"Dermatology and Laser Center of Charleston Agreed to Pay $426,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Provided as Claimed","May 31, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dermatology-and-laser-center-of-charleston-agreed-to-pay-426000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-not-provided-as-claimed/
Florida Felon Sentenced to Prison for Role in Multi-Million Dollar Health Care Kickback Scheme After Pleading Guilty to COVID-19 Fraud and Unlawfully Possessing Firearm,"May 30, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-felon-sentenced-to-prison-for-role-in-multi-million-dollar-health-care-kickback-scheme-after-pleading-guilty-to-covid-19-fraud-and-unlawfully-possessing-firearm/
Attorney General Ken Paxton Secures 84-Month Prison Sentence for Clinic Owner in $15 Million Medicare Fraud Scheme,"May 30, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ken-paxton-secures-84-month-prison-sentence-for-clinic-owner-in-15-million-medicare-fraud-scheme/
Medical Device Manufacturer Innovasis Inc. and Two Top Executives Agree to Pay $12M to Settle Allegations of Improper Payments to Physicians,"May 29, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-manufacturer-innovasis-inc-and-two-top-executives-agree-to-pay-12m-to-settle-allegations-of-improper-payments-to-physicians/
Wisconsin Attorney Sentenced To Five And A Half Years In Federal Prison For $2.3 Million Fraud And Tax Evasion Schemes,"May 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wisconsin-attorney-sentenced-to-five-and-a-half-years-in-federal-prison-for-23-million-fraud-and-tax-evasion-schemes/
"Penn Highlands Healthcare To Pay $735,000 To Settle False Claims Act Allegations","May 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/penn-highlands-healthcare-to-pay-735000-to-settle-false-claims-act-allegations/
"Rehabilitation Hospital of the Pacific Agreed to Pay $208,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 28, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/rehabilitation-hospital-of-the-pacific-agreed-to-pay-208000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Doctor Convicted Of $70M Medicare Fraud Scheme,"May 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-70m-medicare-fraud-scheme/
Florida Businessman Daniel Hurt To Pay Over $27 Million For Medicare Fraud In Connection With Cancer Genomic Tests,"May 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-businessman-daniel-hurt-to-pay-over-27-million-for-medicare-fraud-in-connection-with-cancer-genomic-tests/
Fugitive Who Fled To The Dominican Republic Sentenced For Laundering Millions Of Health Care Fraud Proceeds,"May 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fugitive-who-fled-to-the-dominican-republic-sentenced-for-laundering-millions-of-health-care-fraud-proceeds/
U.S. Attorney Announces $10.1 Million Settlement With Managed Long-Term Care Plan For Improper Receipt Of Medicaid Payments,"May 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-101-million-settlement-with-managed-long-term-care-plan-for-improper-receipt-of-medicaid-payments/
Doctor Convicted Of Nearly $2M Medicare And Medicaid Fraud Scheme,"May 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-nearly-2m-medicare-and-medicaid-fraud-scheme/
Attorney General James Secures Over $10 Million From Health Care Companies For Failing To Provide Care To New Yorkers,"May 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-over-10-million-from-health-care-companies-for-failing-to-provide-care-to-new-yorkers/
Attorney General Alan Wilson Announces Arrest Of Myrtle Beach Father And Son For Stealing From Assisted Living Center Resident,"May 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-myrtle-beach-father-and-son-for-stealing-from-assisted-living-center-resident/
"Two Indicted, Charged In TBI Medicaid Fraud Theft Case","May 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-indicted-charged-in-tbi-medicaid-fraud-theft-case/
